"","ID","bacterial_genus","replicate","minute","trait_name","trait_value"
"332","Sch_BB22_02","Rahnella",3,333,"Absorbance (600nm)",0.095
"333","Sch_BB22_02","Rahnella",3,622,"Absorbance (600nm)",0.096
"334","Sch_BB22_02","Rahnella",3,921,"Absorbance (600nm)",0.143
"335","Sch_BB22_02","Rahnella",3,1258,"Absorbance (600nm)",0.143
"336","Sch_BB22_02","Rahnella",3,1507,"Absorbance (600nm)",0.155
"337","Sch_BB22_02","Rahnella",3,1827,"Absorbance (600nm)",0.17
"338","Sch_BB22_02","Rahnella",3,2120,"Absorbance (600nm)",0.175
"339","Sch_BB22_02","Rahnella",3,2449,"Absorbance (600nm)",0.189
"340","Sch_BB22_02","Rahnella",3,2722,"Absorbance (600nm)",0.185
"341","Sch_BB22_02","Rahnella",3,3034,"Absorbance (600nm)",0.181
"342","Sch_BB22_02","Rahnella",4,52,"Absorbance (600nm)",0.095
"343","Sch_BB22_02","Rahnella",4,333,"Absorbance (600nm)",0.095
"344","Sch_BB22_02","Rahnella",4,622,"Absorbance (600nm)",0.095
"345","Sch_BB22_02","Rahnella",4,921,"Absorbance (600nm)",0.144
"346","Sch_BB22_02","Rahnella",4,1258,"Absorbance (600nm)",0.142
"347","Sch_BB22_02","Rahnella",4,1507,"Absorbance (600nm)",0.156
"348","Sch_BB22_02","Rahnella",4,1827,"Absorbance (600nm)",0.171
"349","Sch_BB22_02","Rahnella",4,2120,"Absorbance (600nm)",0.173
"350","Sch_BB22_02","Rahnella",4,2449,"Absorbance (600nm)",0.188
"351","Sch_BB22_02","Rahnella",4,2722,"Absorbance (600nm)",0.186
"352","Sch_BB22_02","Rahnella",4,3034,"Absorbance (600nm)",0.179
"353","Sch_BB22_02","Rahnella",1,22,"ATP (nmol/cell)",2.70421008307554
"355","Sch_BB22_02","Rahnella",1,594,"ATP (nmol/cell)",1.43278225259696
"356","Sch_BB22_02","Rahnella",1,894,"ATP (nmol/cell)",0.531356561019799
"357","Sch_BB22_02","Rahnella",1,1231,"ATP (nmol/cell)",0.269138338092161
"358","Sch_BB22_02","Rahnella",1,1479,"ATP (nmol/cell)",0.734105778006407
"359","Sch_BB22_02","Rahnella",1,1794,"ATP (nmol/cell)",1.43928648534161
"360","Sch_BB22_02","Rahnella",1,2092,"ATP (nmol/cell)",0.492168413733109
"361","Sch_BB22_02","Rahnella",1,2421,"ATP (nmol/cell)",0.337296411405471
"362","Sch_BB22_02","Rahnella",1,2694,"ATP (nmol/cell)",0.241640741436449
"364","Sch_BB22_02","Rahnella",2,22,"ATP (nmol/cell)",2.92385063799069
"365","Sch_BB22_02","Rahnella",2,304,"ATP (nmol/cell)",0.676052520768886
"366","Sch_BB22_02","Rahnella",2,594,"ATP (nmol/cell)",0.768201863902189
"367","Sch_BB22_02","Rahnella",2,894,"ATP (nmol/cell)",54.2154660880917
"368","Sch_BB22_02","Rahnella",2,1231,"ATP (nmol/cell)",17.5902877607412
"369","Sch_BB22_02","Rahnella",2,1479,"ATP (nmol/cell)",3.60174833201057
"370","Sch_BB22_02","Rahnella",2,1794,"ATP (nmol/cell)",16.9348361032933
"371","Sch_BB22_02","Rahnella",2,2092,"ATP (nmol/cell)",5.62480772861858
"372","Sch_BB22_02","Rahnella",2,2421,"ATP (nmol/cell)",17.8739882882101
"373","Sch_BB22_02","Rahnella",2,2694,"ATP (nmol/cell)",15.6671242254574
"375","Sch_BB22_02","Rahnella",3,22,"ATP (nmol/cell)",4.29834675779087
"376","Sch_BB22_02","Rahnella",3,304,"ATP (nmol/cell)",1.85804040259083
"377","Sch_BB22_02","Rahnella",3,594,"ATP (nmol/cell)",4.06307978962768
"378","Sch_BB22_02","Rahnella",3,894,"ATP (nmol/cell)",1.25579640609315
"379","Sch_BB22_02","Rahnella",3,1231,"ATP (nmol/cell)",0.240759159758706
"380","Sch_BB22_02","Rahnella",3,1479,"ATP (nmol/cell)",1.77741649439202
"381","Sch_BB22_02","Rahnella",3,1794,"ATP (nmol/cell)",1.55536825292694
"382","Sch_BB22_02","Rahnella",3,2092,"ATP (nmol/cell)",0.353270571240214
"383","Sch_BB22_02","Rahnella",3,2421,"ATP (nmol/cell)",0.262579173354912
"384","Sch_BB22_02","Rahnella",3,2694,"ATP (nmol/cell)",0.268813946153264
"385","Sch_BB22_02","Rahnella",3,3012,"ATP (nmol/cell)",0.819156015217169
"386","Sch_BB22_02","Rahnella",4,22,"ATP (nmol/cell)",0.901403361025182
"387","Sch_BB22_02","Rahnella",4,304,"ATP (nmol/cell)",1.2638888676631
"388","Sch_BB22_02","Rahnella",4,594,"ATP (nmol/cell)",6.25585569978205
"389","Sch_BB22_02","Rahnella",4,894,"ATP (nmol/cell)",0.917214105985825
"390","Sch_BB22_02","Rahnella",4,1231,"ATP (nmol/cell)",0.293551945474303
"391","Sch_BB22_02","Rahnella",4,1479,"ATP (nmol/cell)",1.59141140744519
"392","Sch_BB22_02","Rahnella",4,1794,"ATP (nmol/cell)",3.75160688957519
"393","Sch_BB22_02","Rahnella",4,2092,"ATP (nmol/cell)",0.545743297975061
"394","Sch_BB22_02","Rahnella",4,2421,"ATP (nmol/cell)",0.465666368971217
"395","Sch_BB22_02","Rahnella",4,2694,"ATP (nmol/cell)",0.662934453594406
"396","Sch_BB22_02","Rahnella",4,3012,"ATP (nmol/cell)",1.73060398662169
"398","Sch_BB66_01","Raoultella(1)",1,304,"Log (cells/mL)",6
"399","Sch_BB66_01","Raoultella(1)",1,594,"Log (cells/mL)",6.57978359661681
"400","Sch_BB66_01","Raoultella(1)",1,894,"Log (cells/mL)",7.70926996097583
"401","Sch_BB66_01","Raoultella(1)",1,1231,"Log (cells/mL)",8.54777470538782
"402","Sch_BB66_01","Raoultella(1)",1,1479,"Log (cells/mL)",8.15350998930084
"403","Sch_BB66_01","Raoultella(1)",1,1794,"Log (cells/mL)",8.07627625540422
"404","Sch_BB66_01","Raoultella(1)",1,2092,"Log (cells/mL)",8.53907609879278
"405","Sch_BB66_01","Raoultella(1)",1,2421,"Log (cells/mL)",8.40483371661994
"406","Sch_BB66_01","Raoultella(1)",1,2694,"Log (cells/mL)",8.49415459401844
"407","Sch_BB66_01","Raoultella(1)",1,3012,"Log (cells/mL)",5.30102999566398
"408","Sch_BB66_01","Raoultella(1)",2,22,"Log (cells/mL)",5.30102999566398
"409","Sch_BB66_01","Raoultella(1)",2,304,"Log (cells/mL)",5.30102999566398
"410","Sch_BB66_01","Raoultella(1)",2,594,"Log (cells/mL)",6
"411","Sch_BB66_01","Raoultella(1)",2,894,"Log (cells/mL)",8.69688037168276
"412","Sch_BB66_01","Raoultella(1)",2,1231,"Log (cells/mL)",8.1092409685882
"413","Sch_BB66_01","Raoultella(1)",2,1479,"Log (cells/mL)",7.69019608002851
"414","Sch_BB66_01","Raoultella(1)",2,1794,"Log (cells/mL)",7.81557774832427
"415","Sch_BB66_01","Raoultella(1)",2,2092,"Log (cells/mL)",7.98855895687862
"416","Sch_BB66_01","Raoultella(1)",2,2421,"Log (cells/mL)",7.69196510276736
"417","Sch_BB66_01","Raoultella(1)",2,2694,"Log (cells/mL)",7.92012332629072
"419","Sch_BB66_01","Raoultella(1)",3,22,"Log (cells/mL)",5.30102999566398
"420","Sch_BB66_01","Raoultella(1)",3,304,"Log (cells/mL)",5.90308998699194
"421","Sch_BB66_01","Raoultella(1)",3,594,"Log (cells/mL)",7.91169015875386
"422","Sch_BB66_01","Raoultella(1)",3,894,"Log (cells/mL)",7.35793484700045
"423","Sch_BB66_01","Raoultella(1)",3,1231,"Log (cells/mL)",8.03342375548695
"424","Sch_BB66_01","Raoultella(1)",3,1479,"Log (cells/mL)",8.85052370887899
"425","Sch_BB66_01","Raoultella(1)",3,1794,"Log (cells/mL)",8.54555450723407
"426","Sch_BB66_01","Raoultella(1)",3,2092,"Log (cells/mL)",8.80645132324726
"427","Sch_BB66_01","Raoultella(1)",3,2421,"Log (cells/mL)",8.39689644914252
"428","Sch_BB66_01","Raoultella(1)",3,2694,"Log (cells/mL)",8.46269740810172
"430","Sch_BB66_01","Raoultella(1)",4,22,"Log (cells/mL)",5.60205999132796
"431","Sch_BB66_01","Raoultella(1)",4,304,"Log (cells/mL)",5.60205999132796
"432","Sch_BB66_01","Raoultella(1)",4,594,"Log (cells/mL)",7.54157924394658
"433","Sch_BB66_01","Raoultella(1)",4,894,"Log (cells/mL)",7.09342168516223
"434","Sch_BB66_01","Raoultella(1)",4,1231,"Log (cells/mL)",8.33685982091681
"435","Sch_BB66_01","Raoultella(1)",4,1479,"Log (cells/mL)",8.95192007352029
"436","Sch_BB66_01","Raoultella(1)",4,1794,"Log (cells/mL)",8.52659770910345
"437","Sch_BB66_01","Raoultella(1)",4,2092,"Log (cells/mL)",9.12820534396267
"438","Sch_BB66_01","Raoultella(1)",4,2421,"Log (cells/mL)",8.31806333496276
"439","Sch_BB66_01","Raoultella(1)",4,2694,"Log (cells/mL)",8.97680833733807
"441","Sch_BB66_01","Raoultella(1)",1,52,"Absorbance (600nm)",0.099
"442","Sch_BB66_01","Raoultella(1)",1,333,"Absorbance (600nm)",0.096
"443","Sch_BB66_01","Raoultella(1)",1,622,"Absorbance (600nm)",0.139
"444","Sch_BB66_01","Raoultella(1)",1,921,"Absorbance (600nm)",0.194
"445","Sch_BB66_01","Raoultella(1)",1,1258,"Absorbance (600nm)",0.208
"446","Sch_BB66_01","Raoultella(1)",1,1507,"Absorbance (600nm)",0.211
"447","Sch_BB66_01","Raoultella(1)",1,1827,"Absorbance (600nm)",0.23
"448","Sch_BB66_01","Raoultella(1)",1,2120,"Absorbance (600nm)",0.219
"449","Sch_BB66_01","Raoultella(1)",1,2449,"Absorbance (600nm)",0.242
"450","Sch_BB66_01","Raoultella(1)",1,2722,"Absorbance (600nm)",0.257
"451","Sch_BB66_01","Raoultella(1)",1,3034,"Absorbance (600nm)",0.258
"452","Sch_BB66_01","Raoultella(1)",2,52,"Absorbance (600nm)",0.101
"453","Sch_BB66_01","Raoultella(1)",2,333,"Absorbance (600nm)",0.097
"454","Sch_BB66_01","Raoultella(1)",2,622,"Absorbance (600nm)",0.13
"455","Sch_BB66_01","Raoultella(1)",2,921,"Absorbance (600nm)",0.186
"456","Sch_BB66_01","Raoultella(1)",2,1258,"Absorbance (600nm)",0.206
"457","Sch_BB66_01","Raoultella(1)",2,1507,"Absorbance (600nm)",0.203
"458","Sch_BB66_01","Raoultella(1)",2,1827,"Absorbance (600nm)",0.225
"459","Sch_BB66_01","Raoultella(1)",2,2120,"Absorbance (600nm)",0.225
"460","Sch_BB66_01","Raoultella(1)",2,2449,"Absorbance (600nm)",0.235
"461","Sch_BB66_01","Raoultella(1)",2,2722,"Absorbance (600nm)",0.244
"462","Sch_BB66_01","Raoultella(1)",2,3034,"Absorbance (600nm)",0.246
"463","Sch_BB66_01","Raoultella(1)",3,52,"Absorbance (600nm)",0.103
"464","Sch_BB66_01","Raoultella(1)",3,333,"Absorbance (600nm)",0.097
"465","Sch_BB66_01","Raoultella(1)",3,622,"Absorbance (600nm)",0.148
"466","Sch_BB66_01","Raoultella(1)",3,921,"Absorbance (600nm)",0.192
"467","Sch_BB66_01","Raoultella(1)",3,1258,"Absorbance (600nm)",0.208
"468","Sch_BB66_01","Raoultella(1)",3,1507,"Absorbance (600nm)",0.207
"469","Sch_BB66_01","Raoultella(1)",3,1827,"Absorbance (600nm)",0.217
"470","Sch_BB66_01","Raoultella(1)",3,2120,"Absorbance (600nm)",0.202
"471","Sch_BB66_01","Raoultella(1)",3,2449,"Absorbance (600nm)",0.23
"472","Sch_BB66_01","Raoultella(1)",3,2722,"Absorbance (600nm)",0.245
"473","Sch_BB66_01","Raoultella(1)",3,3034,"Absorbance (600nm)",0.24
"474","Sch_BB66_01","Raoultella(1)",4,52,"Absorbance (600nm)",0.1
"475","Sch_BB66_01","Raoultella(1)",4,333,"Absorbance (600nm)",0.097
"476","Sch_BB66_01","Raoultella(1)",4,622,"Absorbance (600nm)",0.14
"477","Sch_BB66_01","Raoultella(1)",4,921,"Absorbance (600nm)",0.225
"478","Sch_BB66_01","Raoultella(1)",4,1258,"Absorbance (600nm)",0.208
"479","Sch_BB66_01","Raoultella(1)",4,1507,"Absorbance (600nm)",0.212
"480","Sch_BB66_01","Raoultella(1)",4,1827,"Absorbance (600nm)",0.222
"481","Sch_BB66_01","Raoultella(1)",4,2120,"Absorbance (600nm)",0.22
"482","Sch_BB66_01","Raoultella(1)",4,2449,"Absorbance (600nm)",0.224
"483","Sch_BB66_01","Raoultella(1)",4,2722,"Absorbance (600nm)",0.243
"484","Sch_BB66_01","Raoultella(1)",4,3034,"Absorbance (600nm)",0.224
"485","Sch_BB66_01","Raoultella(1)",1,22,"ATP (nmol/cell)",1.46192531899534
"487","Sch_BB66_01","Raoultella(1)",1,594,"ATP (nmol/cell)",0.48891723076343
"488","Sch_BB66_01","Raoultella(1)",1,894,"ATP (nmol/cell)",157.071932616968
"489","Sch_BB66_01","Raoultella(1)",1,1231,"ATP (nmol/cell)",6.47095521432258
"490","Sch_BB66_01","Raoultella(1)",1,1479,"ATP (nmol/cell)",4.32584735463543
"491","Sch_BB66_01","Raoultella(1)",1,1794,"ATP (nmol/cell)",4.85944558157478
"492","Sch_BB66_01","Raoultella(1)",1,2092,"ATP (nmol/cell)",3.3180683934974
"493","Sch_BB66_01","Raoultella(1)",1,2421,"ATP (nmol/cell)",2.14569957912277
"494","Sch_BB66_01","Raoultella(1)",1,2694,"ATP (nmol/cell)",1.08008023178469
"495","Sch_BB66_01","Raoultella(1)",1,3012,"ATP (nmol/cell)",0.901690096275178
"496","Sch_BB66_01","Raoultella(1)",2,22,"ATP (nmol/cell)",2.50869242905357
"497","Sch_BB66_01","Raoultella(1)",2,304,"ATP (nmol/cell)",1.68585314262681
"498","Sch_BB66_01","Raoultella(1)",2,594,"ATP (nmol/cell)",0.739256449351583
"499","Sch_BB66_01","Raoultella(1)",2,894,"ATP (nmol/cell)",103.158165649714
"500","Sch_BB66_01","Raoultella(1)",2,1231,"ATP (nmol/cell)",9.60944755542279
"501","Sch_BB66_01","Raoultella(1)",2,1479,"ATP (nmol/cell)",2.86321573608059
"502","Sch_BB66_01","Raoultella(1)",2,1794,"ATP (nmol/cell)",18.0040583283162
"503","Sch_BB66_01","Raoultella(1)",2,2092,"ATP (nmol/cell)",1.87668112236566
"504","Sch_BB66_01","Raoultella(1)",2,2421,"ATP (nmol/cell)",23.2949239080162
"505","Sch_BB66_01","Raoultella(1)",2,2694,"ATP (nmol/cell)",2.62875252207072
"508","Sch_BB66_01","Raoultella(1)",3,304,"ATP (nmol/cell)",4.06307978962768
"509","Sch_BB66_01","Raoultella(1)",3,594,"ATP (nmol/cell)",4.85707402901383
"510","Sch_BB66_01","Raoultella(1)",3,894,"ATP (nmol/cell)",55.1505474734739
"511","Sch_BB66_01","Raoultella(1)",3,1231,"ATP (nmol/cell)",12.9308899794893
"512","Sch_BB66_01","Raoultella(1)",3,1479,"ATP (nmol/cell)",2.75439300862073
"513","Sch_BB66_01","Raoultella(1)",3,1794,"ATP (nmol/cell)",9.46819097773212
"514","Sch_BB66_01","Raoultella(1)",3,2092,"ATP (nmol/cell)",3.32260703891243
"515","Sch_BB66_01","Raoultella(1)",3,2421,"ATP (nmol/cell)",6.77432733417563
"516","Sch_BB66_01","Raoultella(1)",3,2694,"ATP (nmol/cell)",1.99008557612017
"517","Sch_BB66_01","Raoultella(1)",3,3012,"ATP (nmol/cell)",2.11147405956487
"518","Sch_BB66_01","Raoultella(1)",4,22,"ATP (nmol/cell)",1.35210504153777
"519","Sch_BB66_01","Raoultella(1)",4,304,"ATP (nmol/cell)",2.27426705712679
"520","Sch_BB66_01","Raoultella(1)",4,594,"ATP (nmol/cell)",1.90268141667792
"521","Sch_BB66_01","Raoultella(1)",4,894,"ATP (nmol/cell)",65.5396828120769
"522","Sch_BB66_01","Raoultella(1)",4,1231,"ATP (nmol/cell)",83.6368207963109
"523","Sch_BB66_01","Raoultella(1)",4,1479,"ATP (nmol/cell)",16.7206356054282
"524","Sch_BB66_01","Raoultella(1)",4,1794,"ATP (nmol/cell)",24.9852633749505
"525","Sch_BB66_01","Raoultella(1)",4,2092,"ATP (nmol/cell)",6.87411136647947
"526","Sch_BB66_01","Raoultella(1)",4,2421,"ATP (nmol/cell)",32.4070945081898
"527","Sch_BB66_01","Raoultella(1)",4,2694,"ATP (nmol/cell)",9.34868492639898
"528","Sch_BB66_01","Raoultella(1)",4,3012,"ATP (nmol/cell)",8.22444753296515
"529","Sch_SP02_01","Sphingobacterium",1,22,"Log (cells/mL)",5.60205999132796
"530","Sch_SP02_01","Sphingobacterium",1,304,"Log (cells/mL)",5.60205999132796
"531","Sch_SP02_01","Sphingobacterium",1,594,"Log (cells/mL)",6.69897000433602
"532","Sch_SP02_01","Sphingobacterium",1,894,"Log (cells/mL)",7.79518458968242
"533","Sch_SP02_01","Sphingobacterium",1,1231,"Log (cells/mL)",8.31217735643978
"534","Sch_SP02_01","Sphingobacterium",1,1479,"Log (cells/mL)",8.37401474029191
"535","Sch_SP02_01","Sphingobacterium",1,1794,"Log (cells/mL)",8.83365699689287
"536","Sch_SP02_01","Sphingobacterium",1,2092,"Log (cells/mL)",8.60788374435699
"537","Sch_SP02_01","Sphingobacterium",1,2421,"Log (cells/mL)",8.7419390777292
"538","Sch_SP02_01","Sphingobacterium",1,2694,"Log (cells/mL)",8.50215389287136
"540","Sch_SP02_01","Sphingobacterium",2,22,"Log (cells/mL)",6
"541","Sch_SP02_01","Sphingobacterium",2,304,"Log (cells/mL)",5.60205999132796
"542","Sch_SP02_01","Sphingobacterium",2,594,"Log (cells/mL)",5.30102999566398
"543","Sch_SP02_01","Sphingobacterium",2,894,"Log (cells/mL)",5.90308998699194
"544","Sch_SP02_01","Sphingobacterium",2,1231,"Log (cells/mL)",6.50514997831991
"545","Sch_SP02_01","Sphingobacterium",2,1479,"Log (cells/mL)",7.00860017176192
"546","Sch_SP02_01","Sphingobacterium",2,1794,"Log (cells/mL)",7.90091306773767
"547","Sch_SP02_01","Sphingobacterium",2,2092,"Log (cells/mL)",8.2895889525426
"548","Sch_SP02_01","Sphingobacterium",2,2421,"Log (cells/mL)",7.76192783842053
"549","Sch_SP02_01","Sphingobacterium",2,2694,"Log (cells/mL)",8.06069784035361
"550","Sch_SP02_01","Sphingobacterium",2,3012,"Log (cells/mL)",8.02284061087653
"551","Sch_SP02_01","Sphingobacterium",3,22,"Log (cells/mL)",5.30102999566398
"552","Sch_SP02_01","Sphingobacterium",3,304,"Log (cells/mL)",5.90308998699194
"553","Sch_SP02_01","Sphingobacterium",3,594,"Log (cells/mL)",5.60205999132796
"554","Sch_SP02_01","Sphingobacterium",3,894,"Log (cells/mL)",6
"555","Sch_SP02_01","Sphingobacterium",3,1231,"Log (cells/mL)",6.47712125471966
"556","Sch_SP02_01","Sphingobacterium",3,1479,"Log (cells/mL)",6.79239168949825
"557","Sch_SP02_01","Sphingobacterium",3,1794,"Log (cells/mL)",7.12710479836481
"558","Sch_SP02_01","Sphingobacterium",3,2092,"Log (cells/mL)",7.50514997831991
"559","Sch_SP02_01","Sphingobacterium",3,2421,"Log (cells/mL)",7.18752072083646
"560","Sch_SP02_01","Sphingobacterium",3,2694,"Log (cells/mL)",7.22530928172586
"561","Sch_SP02_01","Sphingobacterium",3,3012,"Log (cells/mL)",7.26481782300954
"563","Sch_SP02_01","Sphingobacterium",4,304,"Log (cells/mL)",5.30102999566398
"564","Sch_SP02_01","Sphingobacterium",4,594,"Log (cells/mL)",7.18184358794477
"565","Sch_SP02_01","Sphingobacterium",4,894,"Log (cells/mL)",7.48572142648158
"566","Sch_SP02_01","Sphingobacterium",4,1231,"Log (cells/mL)",7.77378644498119
"567","Sch_SP02_01","Sphingobacterium",4,1479,"Log (cells/mL)",8.13987908640124
"568","Sch_SP02_01","Sphingobacterium",4,1794,"Log (cells/mL)",8.37621185028267
"569","Sch_SP02_01","Sphingobacterium",4,2092,"Log (cells/mL)",8.71883371830386
"570","Sch_SP02_01","Sphingobacterium",4,2421,"Log (cells/mL)",8.65379118738781
"571","Sch_SP02_01","Sphingobacterium",4,2694,"Log (cells/mL)",8.53756725715268
"572","Sch_SP02_01","Sphingobacterium",4,3012,"Log (cells/mL)",8.19479175772192
"573","Sch_SP02_01","Sphingobacterium",1,52,"Absorbance (600nm)",0.095
"574","Sch_SP02_01","Sphingobacterium",1,333,"Absorbance (600nm)",0.094
"575","Sch_SP02_01","Sphingobacterium",1,622,"Absorbance (600nm)",0.096
"576","Sch_SP02_01","Sphingobacterium",1,921,"Absorbance (600nm)",0.161
"577","Sch_SP02_01","Sphingobacterium",1,1258,"Absorbance (600nm)",0.205
"578","Sch_SP02_01","Sphingobacterium",1,1507,"Absorbance (600nm)",0.217
"579","Sch_SP02_01","Sphingobacterium",1,1827,"Absorbance (600nm)",0.228
"580","Sch_SP02_01","Sphingobacterium",1,2120,"Absorbance (600nm)",0.197
"581","Sch_SP02_01","Sphingobacterium",1,2449,"Absorbance (600nm)",0.227
"582","Sch_SP02_01","Sphingobacterium",1,2722,"Absorbance (600nm)",0.261
"583","Sch_SP02_01","Sphingobacterium",1,3034,"Absorbance (600nm)",0.23
"584","Sch_SP02_01","Sphingobacterium",2,52,"Absorbance (600nm)",0.105
"585","Sch_SP02_01","Sphingobacterium",2,333,"Absorbance (600nm)",0.094
"586","Sch_SP02_01","Sphingobacterium",2,622,"Absorbance (600nm)",0.096
"587","Sch_SP02_01","Sphingobacterium",2,921,"Absorbance (600nm)",0.155
"588","Sch_SP02_01","Sphingobacterium",2,1258,"Absorbance (600nm)",0.19
"589","Sch_SP02_01","Sphingobacterium",2,1507,"Absorbance (600nm)",0.191
"590","Sch_SP02_01","Sphingobacterium",2,1827,"Absorbance (600nm)",0.211
"591","Sch_SP02_01","Sphingobacterium",2,2120,"Absorbance (600nm)",0.211
"592","Sch_SP02_01","Sphingobacterium",2,2449,"Absorbance (600nm)",0.218
"593","Sch_SP02_01","Sphingobacterium",2,2722,"Absorbance (600nm)",0.233
"594","Sch_SP02_01","Sphingobacterium",2,3034,"Absorbance (600nm)",0.238
"595","Sch_SP02_01","Sphingobacterium",3,52,"Absorbance (600nm)",0.105
"596","Sch_SP02_01","Sphingobacterium",3,333,"Absorbance (600nm)",0.096
"597","Sch_SP02_01","Sphingobacterium",3,622,"Absorbance (600nm)",0.094
"598","Sch_SP02_01","Sphingobacterium",3,921,"Absorbance (600nm)",0.152
"599","Sch_SP02_01","Sphingobacterium",3,1258,"Absorbance (600nm)",0.182
"600","Sch_SP02_01","Sphingobacterium",3,1507,"Absorbance (600nm)",0.194
"601","Sch_SP02_01","Sphingobacterium",3,1827,"Absorbance (600nm)",0.206
"602","Sch_SP02_01","Sphingobacterium",3,2120,"Absorbance (600nm)",0.207
"603","Sch_SP02_01","Sphingobacterium",3,2449,"Absorbance (600nm)",0.223
"604","Sch_SP02_01","Sphingobacterium",3,2722,"Absorbance (600nm)",0.23
"605","Sch_SP02_01","Sphingobacterium",3,3034,"Absorbance (600nm)",0.246
"606","Sch_SP02_01","Sphingobacterium",4,52,"Absorbance (600nm)",0.107
"607","Sch_SP02_01","Sphingobacterium",4,333,"Absorbance (600nm)",0.093
"608","Sch_SP02_01","Sphingobacterium",4,622,"Absorbance (600nm)",0.096
"609","Sch_SP02_01","Sphingobacterium",4,921,"Absorbance (600nm)",0.15
"610","Sch_SP02_01","Sphingobacterium",4,1258,"Absorbance (600nm)",0.182
"611","Sch_SP02_01","Sphingobacterium",4,1507,"Absorbance (600nm)",0.187
"612","Sch_SP02_01","Sphingobacterium",4,1827,"Absorbance (600nm)",0.201
"613","Sch_SP02_01","Sphingobacterium",4,2120,"Absorbance (600nm)",0.214
"614","Sch_SP02_01","Sphingobacterium",4,2449,"Absorbance (600nm)",0.213
"615","Sch_SP02_01","Sphingobacterium",4,2722,"Absorbance (600nm)",0.231
"616","Sch_SP02_01","Sphingobacterium",4,3034,"Absorbance (600nm)",0.235
"617","Sch_SP02_01","Sphingobacterium",1,22,"ATP (nmol/cell)",0.899915786083378
"619","Sch_SP02_01","Sphingobacterium",1,594,"ATP (nmol/cell)",0.243750801234503
"620","Sch_SP02_01","Sphingobacterium",1,894,"ATP (nmol/cell)",0.171188000400142
"621","Sch_SP02_01","Sphingobacterium",1,1231,"ATP (nmol/cell)",0.103490257034494
"622","Sch_SP02_01","Sphingobacterium",1,1479,"ATP (nmol/cell)",0.139622125688019
"623","Sch_SP02_01","Sphingobacterium",1,1794,"ATP (nmol/cell)",0.0349635205713475
"624","Sch_SP02_01","Sphingobacterium",1,2092,"ATP (nmol/cell)",0.0854401765132716
"625","Sch_SP02_01","Sphingobacterium",1,2421,"ATP (nmol/cell)",0.0572561505456636
"626","Sch_SP02_01","Sphingobacterium",1,2694,"ATP (nmol/cell)",0.0459053919763441
"627","Sch_SP02_01","Sphingobacterium",1,3012,"ATP (nmol/cell)",0.0526620822741834
"628","Sch_SP02_01","Sphingobacterium",2,22,"ATP (nmol/cell)",1.68585314262681
"629","Sch_SP02_01","Sphingobacterium",2,304,"ATP (nmol/cell)",0.929020201295415
"630","Sch_SP02_01","Sphingobacterium",2,594,"ATP (nmol/cell)",0.191022972199295
"631","Sch_SP02_01","Sphingobacterium",2,894,"ATP (nmol/cell)",0.141702501352454
"632","Sch_SP02_01","Sphingobacterium",2,1231,"ATP (nmol/cell)",0.0901813737312695
"633","Sch_SP02_01","Sphingobacterium",2,1479,"ATP (nmol/cell)",0.151074522739343
"634","Sch_SP02_01","Sphingobacterium",2,1794,"ATP (nmol/cell)",0.0461381843528233
"635","Sch_SP02_01","Sphingobacterium",2,2092,"ATP (nmol/cell)",0.0802166949412743
"636","Sch_SP02_01","Sphingobacterium",2,2421,"ATP (nmol/cell)",0.0673803423097864
"637","Sch_SP02_01","Sphingobacterium",2,2694,"ATP (nmol/cell)",0.0796108265689509
"639","Sch_SP02_01","Sphingobacterium",3,22,"ATP (nmol/cell)",1.12390209508454
"640","Sch_SP02_01","Sphingobacterium",3,304,"ATP (nmol/cell)",0.827827803706477
